wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
5570,27.21,0.465,0.03,0.005,0.04,0.09
5580,27.21,0.465,0.03,0.005,0.04,0.09
5590,27.21,0.465,0.03,0.005,0.04,0.09
5600,27.21,0.465,0.03,0.005,0.04,0.09
5610,27.21,0.465,0.03,0.005,0.04,0.09
5620,27.21,0.465,0.03,0.005,0.04,0.09
5630,27.21,0.465,0.03,0.005,0.04,0.09
5640,37.75,0.465,0.03,0.005,0.04,0.09
5650,37.75,0.465,0.03,0.005,0.04,0.09
5660,37.75,0.465,0.03,0.005,0.04,0.09
5670,37.75,0.465,0.03,0.005,0.04,0.09
5680,37.75,0.465,0.03,0.005,0.04,0.09
5690,37.75,0.465,0.03,0.005,0.04,0.09
5700,37.75,0.465,0.03,0.005,0.04,0.09
5710,37.75,0.465,0.03,0.005,0.04,0.09
5720,37.75,0.465,0.03,0.005,0.04,0.09
5730,37.75,0.465,0.03,0.005,0.04,0.09
5740,51.51,0.465,0.03,0.005,0.04,0.09
5750,51.51,0.465,0.03,0.005,0.04,0.09
5760,51.51,0.465,0.03,0.005,0.04,0.09
5770,51.51,0.465,0.03,0.005,0.04,0.09
5780,51.51,0.465,0.03,0.005,0.04,0.09
5790,51.51,0.465,0.03,0.005,0.04,0.09
5800,51.51,0.465,0.03,0.005,0.04,0.09
5810,51.51,0.465,0.03,0.005,0.04,0.09
5820,51.51,0.465,0.03,0.005,0.04,0.09
5830,51.51,0.465,0.03,0.005,0.04,0.09
5840,81.44,0.465,0.03,0.005,0.04,0.09
5850,81.44,0.465,0.03,0.005,0.04,0.09
5860,81.44,0.465,0.03,0.005,0.04,0.09
5870,81.44,0.465,0.03,0.005,0.04,0.09
5880,81.44,0.465,0.03,0.005,0.04,0.09
5890,81.44,0.465,0.03,0.005,0.04,0.09
5900,81.44,0.465,0.03,0.005,0.04,0.09
5910,81.44,0.465,0.03,0.005,0.04,0.09
5920,81.44,0.465,0.03,0.005,0.04,0.09
5930,81.44,0.465,0.03,0.005,0.04,0.09
5940,109.32,0.465,0.03,0.005,0.04,0.09
5950,109.32,0.465,0.03,0.005,0.04,0.09
5960,109.32,0.465,0.03,0.005,0.04,0.09
5970,109.32,0.465,0.03,0.005,0.04,0.09
5980,109.32,0.465,0.03,0.005,0.04,0.09
5990,109.32,0.465,0.03,0.005,0.04,0.09
6000,109.32,0.465,0.03,0.005,0.04,0.09
6010,109.32,0.465,0.03,0.005,0.04,0.09
6020,109.32,0.465,0.03,0.005,0.04,0.09
6030,109.32,0.465,0.03,0.005,0.04,0.09
6040,128.74,0.465,0.03,0.005,0.04,0.09
6050,128.74,0.465,0.03,0.005,0.04,0.09
6060,128.74,0.465,0.03,0.005,0.04,0.09
6070,128.74,0.465,0.03,0.005,0.04,0.09
6080,128.74,0.465,0.03,0.005,0.04,0.09
6090,128.74,0.465,0.03,0.005,0.04,0.09
6100,128.74,0.465,0.03,0.005,0.04,0.09
6110,128.74,0.465,0.03,0.005,0.04,0.09
6120,128.74,0.465,0.03,0.005,0.04,0.09
6130,112.92,0.465,0.03,0.005,0.04,0.09
6140,112.92,0.465,0.03,0.005,0.04,0.09
6150,112.92,0.465,0.03,0.005,0.04,0.09
6160,112.92,0.465,0.03,0.005,0.04,0.09
6170,112.92,0.465,0.03,0.005,0.04,0.09
6180,112.92,0.465,0.03,0.005,0.04,0.09
6190,112.92,0.465,0.03,0.005,0.04,0.09
6200,112.92,0.465,0.03,0.005,0.04,0.09
6210,112.92,0.465,0.03,0.005,0.04,0.09
6220,112.92,0.465,0.03,0.005,0.04,0.09
6230,99.04,0.465,0.03,0.005,0.04,0.09
6240,99.04,0.465,0.03,0.005,0.04,0.09
6250,99.04,0.465,0.03,0.005,0.04,0.09
6260,99.04,0.465,0.03,0.005,0.04,0.09
6270,99.04,0.465,0.03,0.005,0.04,0.09
6280,99.04,0.465,0.03,0.005,0.04,0.09
6290,99.04,0.465,0.03,0.005,0.04,0.09
6300,99.04,0.465,0.03,0.005,0.04,0.09
6310,99.04,0.465,0.03,0.005,0.04,0.09
6320,99.04,0.465,0.03,0.005,0.04,0.09
6330,85.46,0.465,0.03,0.005,0.04,0.09
6340,85.46,0.465,0.03,0.005,0.04,0.09
6350,85.46,0.465,0.03,0.005,0.04,0.09
6360,85.46,0.465,0.03,0.005,0.04,0.09
6370,85.46,0.465,0.03,0.005,0.04,0.09
6380,85.46,0.465,0.03,0.005,0.04,0.09
6390,85.46,0.465,0.03,0.005,0.04,0.09
6400,85.46,0.465,0.03,0.005,0.04,0.09
6410,85.46,0.465,0.03,0.005,0.04,0.09
6420,85.46,0.465,0.03,0.005,0.04,0.09
6430,69.07,0.465,0.03,0.005,0.04,0.09
6440,69.07,0.465,0.03,0.005,0.04,0.09
6450,69.07,0.465,0.03,0.005,0.04,0.09
6460,69.07,0.465,0.03,0.005,0.04,0.09
6470,69.07,0.465,0.03,0.005,0.04,0.09
6480,69.07,0.465,0.03,0.005,0.04,0.09
6490,69.07,0.465,0.03,0.005,0.04,0.09
6500,69.07,0.465,0.03,0.005,0.04,0.09
6510,69.07,0.465,0.03,0.005,0.04,0.09
6520,69.07,0.465,0.03,0.005,0.04,0.09
6530,69.07,0.465,0.03,0.005,0.04,0.09
6540,65.75,0.465,0.03,0.005,0.04,0.09
6550,65.75,0.465,0.03,0.005,0.04,0.09
6560,65.75,0.465,0.03,0.005,0.04,0.09
6570,65.75,0.465,0.03,0.005,0.04,0.09
6580,65.75,0.465,0.03,0.005,0.04,0.09
6590,65.75,0.465,0.03,0.005,0.04,0.09
6600,65.75,0.465,0.03,0.005,0.04,0.09
6610,65.75,0.465,0.03,0.005,0.04,0.09
6620,65.75,0.465,0.03,0.005,0.04,0.09
6630,65.75,0.465,0.03,0.005,0.04,0.09
6640,65.75,0.465,0.03,0.005,0.04,0.09
6650,65.75,0.465,0.03,0.005,0.04,0.09
6660,65.75,0.465,0.03,0.005,0.04,0.09
6670,65.75,0.465,0.03,0.005,0.04,0.09
6680,65.75,0.465,0.03,0.005,0.04,0.09
6690,65.75,0.465,0.03,0.005,0.04,0.09
6700,65.75,0.465,0.03,0.005,0.04,0.09
6710,65.75,0.465,0.03,0.005,0.04,0.09
6720,65.75,0.465,0.03,0.005,0.04,0.09
6730,65.75,0.465,0.03,0.005,0.04,0.09
6740,65.75,0.465,0.03,0.005,0.04,0.09
6750,58.61,0.465,0.03,0.005,0.04,0.09
6760,58.61,0.465,0.03,0.005,0.04,0.09
6770,58.61,0.465,0.03,0.005,0.04,0.09
6780,58.61,0.465,0.03,0.005,0.04,0.09
6790,58.61,0.465,0.03,0.005,0.04,0.09
6800,58.61,0.465,0.03,0.005,0.04,0.09
6810,58.61,0.465,0.03,0.005,0.04,0.09
6820,58.61,0.465,0.03,0.005,0.04,0.09
6830,58.61,0.465,0.03,0.005,0.04,0.09
6840,58.61,0.465,0.03,0.005,0.04,0.09
6850,58.61,0.465,0.03,0.005,0.04,0.09
6860,58.61,0.465,0.03,0.005,0.04,0.09
6870,58.61,0.465,0.03,0.005,0.04,0.09
6880,58.61,0.465,0.03,0.005,0.04,0.09
6890,58.61,0.465,0.03,0.005,0.04,0.09
6900,58.61,0.465,0.03,0.005,0.04,0.09
6910,58.61,0.465,0.03,0.005,0.04,0.09
6920,58.61,0.465,0.03,0.005,0.04,0.09
6930,58.61,0.465,0.03,0.005,0.04,0.09
6940,58.61,0.465,0.03,0.005,0.04,0.09
6950,58.61,0.465,0.03,0.005,0.04,0.09
6960,58.61,0.465,0.03,0.005,0.04,0.09
6970,58.61,0.465,0.03,0.005,0.04,0.09
6980,58.61,0.465,0.03,0.005,0.04,0.09
6990,58.61,0.465,0.03,0.005,0.04,0.09
7000,58.61,0.465,0.03,0.005,0.04,0.09
7010,58.61,0.465,0.03,0.005,0.04,0.09
7020,58.61,0.465,0.03,0.005,0.04,0.09
7030,58.61,0.465,0.03,0.005,0.04,0.09
7040,58.61,0.465,0.03,0.005,0.04,0.09
7050,58.61,0.465,0.03,0.005,0.04,0.09
7060,58.61,0.465,0.03,0.005,0.04,0.09
7070,58.61,0.465,0.03,0.005,0.04,0.09
7080,58.61,0.465,0.03,0.005,0.04,0.09
7090,55.77,0.465,0.03,0.005,0.04,0.09
7100,55.77,0.465,0.03,0.005,0.04,0.09
7110,55.77,0.465,0.03,0.005,0.04,0.09
7120,55.77,0.465,0.03,0.005,0.04,0.09
7130,55.77,0.465,0.03,0.005,0.04,0.09
7140,55.77,0.465,0.03,0.005,0.04,0.09
7150,55.77,0.465,0.03,0.005,0.04,0.09
7160,55.77,0.465,0.03,0.005,0.04,0.09
7170,55.77,0.465,0.03,0.005,0.04,0.09
7180,55.77,0.465,0.03,0.005,0.04,0.09
7190,55.77,0.465,0.03,0.005,0.04,0.09
7200,53.97,0.465,0.03,0.005,0.04,0.09
7210,53.97,0.465,0.03,0.005,0.04,0.09
7220,53.97,0.465,0.03,0.005,0.04,0.09
7230,53.97,0.465,0.03,0.005,0.04,0.09
7240,53.97,0.465,0.03,0.005,0.04,0.09
7250,53.97,0.465,0.03,0.005,0.04,0.09
7260,53.97,0.465,0.03,0.005,0.04,0.09
7270,53.97,0.465,0.03,0.005,0.04,0.09
7280,53.97,0.465,0.03,0.005,0.04,0.09
7290,53.97,0.465,0.03,0.005,0.04,0.09
7300,53.97,0.465,0.03,0.005,0.04,0.09
7310,53.97,0.465,0.03,0.005,0.04,0.09
7320,53.96,0.465,0.03,0.005,0.04,0.09
7330,53.96,0.465,0.03,0.005,0.04,0.09
7340,53.96,0.465,0.03,0.005,0.04,0.09
7350,53.96,0.465,0.03,0.005,0.04,0.09
7360,53.96,0.465,0.03,0.005,0.04,0.09
7370,53.96,0.465,0.03,0.005,0.04,0.09
7380,53.96,0.465,0.03,0.005,0.04,0.09
7390,53.96,0.465,0.03,0.005,0.04,0.09
7400,53.96,0.465,0.03,0.005,0.04,0.09
7410,53.96,0.465,0.03,0.005,0.04,0.09
7420,53.96,0.465,0.03,0.005,0.04,0.09
7430,53.96,0.465,0.03,0.005,0.04,0.09
7440,53.96,0.465,0.03,0.005,0.04,0.09
7450,53.96,0.465,0.03,0.005,0.04,0.09
7460,53.96,0.465,0.03,0.005,0.04,0.09
7470,53.96,0.465,0.03,0.005,0.04,0.09
7480,53.96,0.465,0.03,0.005,0.04,0.09
7490,53.96,0.465,0.03,0.005,0.04,0.09
7500,53.96,0.465,0.03,0.005,0.04,0.09
7510,53.96,0.465,0.03,0.005,0.04,0.09
7520,53.96,0.465,0.03,0.005,0.04,0.09
7530,53.96,0.465,0.03,0.005,0.04,0.09
7540,53.96,0.465,0.03,0.005,0.04,0.09
7550,53.96,0.465,0.03,0.005,0.04,0.09
7560,53.96,0.465,0.03,0.005,0.04,0.09
7570,53.96,0.465,0.03,0.005,0.04,0.09
7580,53.96,0.465,0.03,0.005,0.04,0.09
7590,53.96,0.465,0.03,0.005,0.04,0.09
7600,53.96,0.465,0.03,0.005,0.04,0.09
7610,53.96,0.465,0.03,0.005,0.04,0.09
7620,53.96,0.465,0.03,0.005,0.04,0.09
7630,53.96,0.465,0.03,0.005,0.04,0.09
7640,53.96,0.465,0.03,0.005,0.04,0.09
7650,53.96,0.465,0.03,0.005,0.04,0.09
7660,53.96,0.465,0.03,0.005,0.04,0.09
7670,53.96,0.465,0.03,0.005,0.04,0.09
7680,52.19,0.465,0.03,0.005,0.04,0.09
7690,52.19,0.465,0.03,0.005,0.04,0.09
7700,52.19,0.465,0.03,0.005,0.04,0.09
7710,52.19,0.465,0.03,0.005,0.04,0.09
7720,52.19,0.465,0.03,0.005,0.04,0.09
7730,52.19,0.465,0.03,0.005,0.04,0.09
7740,52.19,0.465,0.03,0.005,0.04,0.09
7750,52.19,0.465,0.03,0.005,0.04,0.09
7760,52.19,0.465,0.03,0.005,0.04,0.09
7770,52.19,0.465,0.03,0.005,0.04,0.09
7780,52.19,0.465,0.03,0.005,0.04,0.09
7790,52.19,0.465,0.03,0.005,0.04,0.09
7800,52.19,0.465,0.03,0.005,0.04,0.09
7810,52.18,0.465,0.03,0.005,0.04,0.09
7820,52.18,0.465,0.03,0.005,0.04,0.09
7830,52.18,0.465,0.03,0.005,0.04,0.09
7840,52.18,0.465,0.03,0.005,0.04,0.09
7850,52.18,0.465,0.03,0.005,0.04,0.09
7860,52.18,0.465,0.03,0.005,0.04,0.09
7870,52.18,0.465,0.03,0.005,0.04,0.09
7880,52.18,0.465,0.03,0.005,0.04,0.09
7890,52.18,0.465,0.03,0.005,0.04,0.09
7900,52.18,0.465,0.03,0.005,0.04,0.09
7910,52.18,0.465,0.03,0.005,0.04,0.09
7920,52.18,0.465,0.03,0.005,0.04,0.09
7930,52.18,0.465,0.03,0.005,0.04,0.09
7940,52.17,0.465,0.03,0.005,0.04,0.09
7950,52.17,0.465,0.03,0.005,0.04,0.09
7960,52.17,0.465,0.03,0.005,0.04,0.09
7970,52.17,0.465,0.03,0.005,0.04,0.09
7980,52.17,0.465,0.03,0.005,0.04,0.09
7990,52.17,0.465,0.03,0.005,0.04,0.09
8000,52.17,0.465,0.03,0.005,0.04,0.09
8010,52.17,0.465,0.03,0.005,0.04,0.09
8020,52.17,0.465,0.03,0.005,0.04,0.09
8030,52.17,0.465,0.03,0.005,0.04,0.09
8040,52.17,0.465,0.03,0.005,0.04,0.09
8050,52.17,0.465,0.03,0.005,0.04,0.09
8060,52.17,0.465,0.03,0.005,0.04,0.09
8070,52.17,0.465,0.03,0.005,0.04,0.09
8080,52.17,0.465,0.03,0.005,0.04,0.09
8090,52.17,0.465,0.03,0.005,0.04,0.09
8100,52.17,0.465,0.03,0.005,0.04,0.09
8110,52.17,0.465,0.03,0.005,0.04,0.09
8120,52.17,0.465,0.03,0.005,0.04,0.09
8130,52.17,0.465,0.03,0.005,0.04,0.09
8140,52.17,0.465,0.03,0.005,0.04,0.09
8150,52.17,0.465,0.03,0.005,0.04,0.09
8160,52.17,0.465,0.03,0.005,0.04,0.09
8170,52.17,0.465,0.03,0.005,0.04,0.09
8180,52.17,0.465,0.03,0.005,0.04,0.09
8190,52.17,0.465,0.03,0.005,0.04,0.09
8200,52.16,0.465,0.03,0.005,0.04,0.09
8210,52.16,0.465,0.03,0.005,0.04,0.09
8220,52.16,0.465,0.03,0.005,0.04,0.09
8230,52.16,0.465,0.03,0.005,0.04,0.09
8240,52.16,0.465,0.03,0.005,0.04,0.09
8250,52.16,0.465,0.03,0.005,0.04,0.09
8260,52.16,0.465,0.03,0.005,0.04,0.09
8270,52.16,0.465,0.03,0.005,0.04,0.09
8280,52.16,0.465,0.03,0.005,0.04,0.09
8290,52.16,0.465,0.03,0.005,0.04,0.09
8300,52.16,0.465,0.03,0.005,0.04,0.09
8310,52.16,0.465,0.03,0.005,0.04,0.09
8320,52.16,0.465,0.03,0.005,0.04,0.09
8330,53.01,0.465,0.03,0.005,0.04,0.09
8340,53.01,0.465,0.03,0.005,0.04,0.09
8350,53.01,0.465,0.03,0.005,0.04,0.09
8360,53.01,0.465,0.03,0.005,0.04,0.09
8370,53.01,0.465,0.03,0.005,0.04,0.09
8380,53.01,0.465,0.03,0.005,0.04,0.09
8390,53.01,0.465,0.03,0.005,0.04,0.09
8400,53.01,0.465,0.03,0.005,0.04,0.09
8410,53.01,0.465,0.03,0.005,0.04,0.09
8420,53.01,0.465,0.03,0.005,0.04,0.09
8430,53.01,0.465,0.03,0.005,0.04,0.09
8440,53.01,0.465,0.03,0.005,0.04,0.09
8450,53.01,0.465,0.03,0.005,0.04,0.09
8460,53.01,0.465,0.03,0.005,0.04,0.09
8470,53.01,0.465,0.03,0.005,0.04,0.09
8480,53.01,0.465,0.03,0.005,0.04,0.09
8490,53.01,0.465,0.03,0.005,0.04,0.09
8500,53.01,0.465,0.03,0.005,0.04,0.09
8510,53.01,0.465,0.03,0.005,0.04,0.09
8520,53.01,0.465,0.03,0.005,0.04,0.09
8530,53.01,0.465,0.03,0.005,0.04,0.09
8540,53.01,0.465,0.03,0.005,0.04,0.09
8550,53.01,0.465,0.03,0.005,0.04,0.09
8560,53.01,0.465,0.03,0.005,0.04,0.09
8570,53.01,0.465,0.03,0.005,0.04,0.09
8580,53.01,0.465,0.03,0.005,0.04,0.09
8590,53.01,0.465,0.03,0.005,0.04,0.09
8600,53.01,0.465,0.03,0.005,0.04,0.09
8610,53.01,0.465,0.03,0.005,0.04,0.09
8620,53.01,0.465,0.03,0.005,0.04,0.09
8630,53.01,0.465,0.03,0.005,0.04,0.09
8640,53.01,0.465,0.03,0.005,0.04,0.09
8650,53.01,0.465,0.03,0.005,0.04,0.09
8660,53.01,0.465,0.03,0.005,0.04,0.09
8670,53.01,0.465,0.03,0.005,0.04,0.09
8680,53.01,0.465,0.03,0.005,0.04,0.09
8690,53.01,0.465,0.03,0.005,0.04,0.09
8700,53.01,0.465,0.03,0.005,0.04,0.09
8710,53.01,0.465,0.03,0.005,0.04,0.09
8720,53.01,0.465,0.03,0.005,0.04,0.09
8730,53.01,0.465,0.03,0.005,0.04,0.09
8740,53.01,0.465,0.03,0.005,0.04,0.09
8750,54.74,0.465,0.03,0.005,0.04,0.09
8760,54.74,0.465,0.03,0.005,0.04,0.09
8770,54.74,0.465,0.03,0.005,0.04,0.09
8780,54.74,0.465,0.03,0.005,0.04,0.09
8790,54.74,0.465,0.03,0.005,0.04,0.09
8800,54.74,0.465,0.03,0.005,0.04,0.09
8810,54.74,0.465,0.03,0.005,0.04,0.09
8820,54.74,0.465,0.03,0.005,0.04,0.09
8830,54.74,0.465,0.03,0.005,0.04,0.09
8840,54.74,0.465,0.03,0.005,0.04,0.09
8850,54.74,0.465,0.03,0.005,0.04,0.09
8860,54.74,0.465,0.03,0.005,0.04,0.09
8870,54.74,0.465,0.03,0.005,0.04,0.09
8880,54.74,0.465,0.03,0.005,0.04,0.09
8890,54.73,0.465,0.03,0.005,0.04,0.09
8900,54.73,0.465,0.03,0.005,0.04,0.09
8910,54.73,0.465,0.03,0.005,0.04,0.09
8920,54.73,0.465,0.03,0.005,0.04,0.09
8930,54.73,0.465,0.03,0.005,0.04,0.09
8940,54.73,0.465,0.03,0.005,0.04,0.09
8950,54.73,0.465,0.03,0.005,0.04,0.09
8960,54.73,0.465,0.03,0.005,0.04,0.09
8970,54.73,0.465,0.03,0.005,0.04,0.09
8980,54.73,0.465,0.03,0.005,0.04,0.09
8990,54.73,0.465,0.03,0.005,0.04,0.09
9000,54.73,0.465,0.03,0.005,0.04,0.09
9010,54.73,0.465,0.03,0.005,0.04,0.09
9020,54.73,0.465,0.03,0.005,0.04,0.09
9030,54.73,0.465,0.03,0.005,0.04,0.09
9040,55.63,0.465,0.03,0.005,0.04,0.09
9050,55.63,0.465,0.03,0.005,0.04,0.09
9060,55.63,0.465,0.03,0.005,0.04,0.09
9070,55.63,0.465,0.03,0.005,0.04,0.09
9080,55.63,0.465,0.03,0.005,0.04,0.09
9090,55.63,0.465,0.03,0.005,0.04,0.09
9100,55.63,0.465,0.03,0.005,0.04,0.09
9110,55.63,0.465,0.03,0.005,0.04,0.09
9120,55.63,0.465,0.03,0.005,0.04,0.09
9130,55.63,0.465,0.03,0.005,0.04,0.09
9140,55.63,0.465,0.03,0.005,0.04,0.09
9150,55.63,0.465,0.03,0.005,0.04,0.09
9160,55.63,0.465,0.03,0.005,0.04,0.09
9170,55.63,0.465,0.03,0.005,0.04,0.09
9180,55.63,0.465,0.03,0.005,0.04,0.09
9190,57.47,0.465,0.03,0.005,0.04,0.09
9200,57.47,0.465,0.03,0.005,0.04,0.09
9210,57.47,0.465,0.03,0.005,0.04,0.09
9220,57.47,0.465,0.03,0.005,0.04,0.09
9230,57.47,0.465,0.03,0.005,0.04,0.09
9240,57.47,0.465,0.03,0.005,0.04,0.09
9250,57.47,0.465,0.03,0.005,0.04,0.09
9260,57.47,0.465,0.03,0.005,0.04,0.09
9270,57.47,0.465,0.03,0.005,0.04,0.09
9280,57.47,0.465,0.03,0.005,0.04,0.09
9290,57.47,0.465,0.03,0.005,0.04,0.09
9300,57.47,0.465,0.03,0.005,0.04,0.09
9310,57.47,0.465,0.03,0.005,0.04,0.09
9320,57.47,0.465,0.03,0.005,0.04,0.09
9330,57.47,0.465,0.03,0.005,0.04,0.09
9340,57.47,0.465,0.03,0.005,0.04,0.09
9350,57.47,0.465,0.03,0.005,0.04,0.09
9360,57.47,0.465,0.03,0.005,0.04,0.09
9370,57.47,0.465,0.03,0.005,0.04,0.09
9380,57.47,0.465,0.03,0.005,0.04,0.09
9390,57.47,0.465,0.03,0.005,0.04,0.09
9400,57.47,0.465,0.03,0.005,0.04,0.09
9410,57.47,0.465,0.03,0.005,0.04,0.09
9420,57.47,0.465,0.03,0.005,0.04,0.09
9430,57.47,0.465,0.03,0.005,0.04,0.09
9440,57.47,0.465,0.03,0.005,0.04,0.09
9450,57.47,0.465,0.03,0.005,0.04,0.09
9460,57.47,0.465,0.03,0.005,0.04,0.09
9470,57.47,0.465,0.03,0.005,0.04,0.09
9480,57.47,0.465,0.03,0.005,0.04,0.09
9490,60.34,0.465,0.03,0.005,0.04,0.09
9500,60.34,0.465,0.03,0.005,0.04,0.09
9510,60.34,0.465,0.03,0.005,0.04,0.09
9520,60.34,0.465,0.03,0.005,0.04,0.09
9530,60.34,0.465,0.03,0.005,0.04,0.09
9540,60.34,0.465,0.03,0.005,0.04,0.09
9550,60.34,0.465,0.03,0.005,0.04,0.09
9560,60.34,0.465,0.03,0.005,0.04,0.09
9570,60.34,0.465,0.03,0.005,0.04,0.09
9580,60.34,0.465,0.03,0.005,0.04,0.09
9590,60.34,0.465,0.03,0.005,0.04,0.09
9600,60.34,0.465,0.03,0.005,0.04,0.09
9610,60.34,0.465,0.03,0.005,0.04,0.09
9620,60.34,0.465,0.03,0.005,0.04,0.09
9630,60.34,0.465,0.03,0.005,0.04,0.09
9640,60.34,0.465,0.03,0.005,0.04,0.09
9650,61.33,0.465,0.03,0.005,0.04,0.09
9660,61.33,0.465,0.03,0.005,0.04,0.09
9670,61.33,0.465,0.03,0.005,0.04,0.09
9680,61.33,0.465,0.03,0.005,0.04,0.09
9690,61.33,0.465,0.03,0.005,0.04,0.09
9700,61.33,0.465,0.03,0.005,0.04,0.09
9710,61.33,0.465,0.03,0.005,0.04,0.09
9720,61.33,0.465,0.03,0.005,0.04,0.09
9730,61.33,0.465,0.03,0.005,0.04,0.09
9740,61.33,0.465,0.03,0.005,0.04,0.09
9750,61.33,0.465,0.03,0.005,0.04,0.09
9760,61.33,0.465,0.03,0.005,0.04,0.09
9770,61.33,0.465,0.03,0.005,0.04,0.09
9780,61.33,0.465,0.03,0.005,0.04,0.09
9790,61.33,0.465,0.03,0.005,0.04,0.09
9800,61.33,0.465,0.03,0.005,0.04,0.09
9810,64.4,0.465,0.03,0.005,0.04,0.09
9820,64.4,0.465,0.03,0.005,0.04,0.09
9830,64.4,0.465,0.03,0.005,0.04,0.09
9840,64.4,0.465,0.03,0.005,0.04,0.09
9850,64.4,0.465,0.03,0.005,0.04,0.09
9860,64.4,0.465,0.03,0.005,0.04,0.09
9870,64.4,0.465,0.03,0.005,0.04,0.09
9880,64.4,0.465,0.03,0.005,0.04,0.09
9890,64.4,0.465,0.03,0.005,0.04,0.09
9900,64.4,0.465,0.03,0.005,0.04,0.09
9910,64.4,0.465,0.03,0.005,0.04,0.09
9920,64.4,0.465,0.03,0.005,0.04,0.09
9930,64.4,0.465,0.03,0.005,0.04,0.09
9940,64.4,0.465,0.03,0.005,0.04,0.09
9950,64.4,0.465,0.03,0.005,0.04,0.09
9960,64.4,0.465,0.03,0.005,0.04,0.09
9970,66.53,0.465,0.03,0.005,0.04,0.09
9980,66.53,0.465,0.03,0.005,0.04,0.09
9990,66.53,0.465,0.03,0.005,0.04,0.09
10000,66.53,0.465,0.03,0.005,0.04,0.09
10010,66.53,0.465,0.03,0.005,0.04,0.09
10020,66.53,0.465,0.03,0.005,0.04,0.09
10030,66.53,0.465,0.03,0.005,0.04,0.09
10040,66.53,0.465,0.03,0.005,0.04,0.09
10050,66.53,0.465,0.03,0.005,0.04,0.09
10060,66.53,0.465,0.03,0.005,0.04,0.09
10070,66.53,0.465,0.03,0.005,0.04,0.09
10080,66.53,0.465,0.03,0.005,0.04,0.09
10090,66.53,0.465,0.03,0.005,0.04,0.09
10100,66.53,0.465,0.03,0.005,0.04,0.09
10110,66.53,0.465,0.03,0.005,0.04,0.09
10120,66.53,0.465,0.03,0.005,0.04,0.09
10130,71.02,0.465,0.03,0.005,0.04,0.09
10140,71.02,0.465,0.03,0.005,0.04,0.09
10150,71.02,0.465,0.03,0.005,0.04,0.09
10160,71.02,0.465,0.03,0.005,0.04,0.09
10170,71.02,0.465,0.03,0.005,0.04,0.09
10180,71.02,0.465,0.03,0.005,0.04,0.09
10190,71.02,0.465,0.03,0.005,0.04,0.09
10200,71.02,0.465,0.03,0.005,0.04,0.09
10210,71.02,0.465,0.03,0.005,0.04,0.09
10220,71.02,0.465,0.03,0.005,0.04,0.09
10230,71.02,0.465,0.03,0.005,0.04,0.09
10240,71.02,0.465,0.03,0.005,0.04,0.09
10250,71.02,0.465,0.03,0.005,0.04,0.09
10260,71.02,0.465,0.03,0.005,0.04,0.09
10270,71.02,0.465,0.03,0.005,0.04,0.09
10280,71.02,0.465,0.03,0.005,0.04,0.09
10290,71.02,0.465,0.03,0.005,0.04,0.09
10300,82.28,0.465,0.03,0.005,0.04,0.09
10310,82.28,0.465,0.03,0.005,0.04,0.09
10320,82.28,0.465,0.03,0.005,0.04,0.09
10330,82.28,0.465,0.03,0.005,0.04,0.09
10340,82.28,0.465,0.03,0.005,0.04,0.09
10350,82.28,0.465,0.03,0.005,0.04,0.09
10360,82.28,0.465,0.03,0.005,0.04,0.09
10370,82.28,0.465,0.03,0.005,0.04,0.09
10380,82.28,0.465,0.03,0.005,0.04,0.09
10390,82.28,0.465,0.03,0.005,0.04,0.09
10400,82.28,0.465,0.03,0.005,0.04,0.09
10410,82.28,0.465,0.03,0.005,0.04,0.09
10420,82.28,0.465,0.03,0.005,0.04,0.09
10430,82.28,0.465,0.03,0.005,0.04,0.09
10440,82.28,0.465,0.03,0.005,0.04,0.09
10450,82.28,0.465,0.03,0.005,0.04,0.09
10460,82.28,0.465,0.03,0.005,0.04,0.09
10470,82.26,0.465,0.03,0.005,0.04,0.09
10480,82.26,0.465,0.03,0.005,0.04,0.09
10490,82.26,0.465,0.03,0.005,0.04,0.09
10500,82.26,0.465,0.03,0.005,0.04,0.09
10510,82.26,0.465,0.03,0.005,0.04,0.09
10520,82.26,0.465,0.03,0.005,0.04,0.09
10530,82.26,0.465,0.03,0.005,0.04,0.09
10540,82.26,0.465,0.03,0.005,0.04,0.09
10550,82.26,0.465,0.03,0.005,0.04,0.09
10560,82.26,0.465,0.03,0.005,0.04,0.09
10570,82.26,0.465,0.03,0.005,0.04,0.09
10580,82.26,0.465,0.03,0.005,0.04,0.09
10590,82.26,0.465,0.03,0.005,0.04,0.09
10600,82.26,0.465,0.03,0.005,0.04,0.09
10610,82.26,0.465,0.03,0.005,0.04,0.09
10620,82.26,0.465,0.03,0.005,0.04,0.09
10630,82.26,0.465,0.03,0.005,0.04,0.09
10640,82.26,0.465,0.03,0.005,0.04,0.09
10650,93.76,0.465,0.03,0.005,0.04,0.09
10660,93.76,0.465,0.03,0.005,0.04,0.09
10670,93.76,0.465,0.03,0.005,0.04,0.09
10680,93.76,0.465,0.03,0.005,0.04,0.09
10690,93.76,0.465,0.03,0.005,0.04,0.09
10700,93.76,0.465,0.03,0.005,0.04,0.09
10710,93.76,0.465,0.03,0.005,0.04,0.09
